Stationsnummer;Name des Projektionssystems;Rechtswert (lokal);Hochwert (lokal);Projektionssystem gültig ab;Höhe;Höhensystem;Name der hydrologischen Einheit;Einzugsgebietsnummer;Einzugsgebietsname
UR1201-PB005;CH1903+ / LV95;2690660.617;1194113.613;01.01.1950 00:00;436.75;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB006;CH1903+ / LV95;2690617.617;1194120.614;01.01.1950 00:00;436.62;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB007;CH1903+ / LV95;2690638.617;1194072.613;01.01.1950 00:00;436.74;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB008;CH1903+ / LV95;2690079.611;1193892.619;01.01.1950 00:00;436.76;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB009;CH1903+ / LV95;2690401.613;1193843.614;01.01.1950 00:00;436.43;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB010;CH1903+ / LV95;2690131.608;1193456.614;01.01.1950 00:00;438.12;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB011;CH1903+ / LV95;2690969.618;1193758.612;01.01.1950 00:00;436.78;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB014;CH1903+ / LV95;2690542.605;1192832.603;01.01.1950 00:00;440.13;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB015;CH1903+ / LV95;2691183.619;1193512.611;01.01.1950 00:00;440.83;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB016;CH1903+ / LV95;2690946.609;1192964.599;01.01.1950 00:00;442.73;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB017;CH1903+ / LV95;2690722.604;1192538.598;01.01.1950 00:00;443.71;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB018;CH1903+ / LV95;2691305.613;1192822.601;01.01.1950 00:00;451.87;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB019;CH1903+ / LV95;2691315.613;1192805.601;01.01.1950 00:00;452.64;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB020;CH1903+ / LV95;2691345.614;1192779.601;01.01.1950 00:00;451.06;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB021;CH1903+ / LV95;2691364.614;1192767.601;01.01.1950 00:00;452.34;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB022;CH1903+ / LV95;2691437.615;1192738.602;01.01.1950 00:00;454.8;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB023;CH1903+ / LV95;2691153.607;1192494.593;01.01.1950 00:00;451.43;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB024;CH1903+ / LV95;2691023.601;1191995.59;01.01.1950 00:00;448.76;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB025;CH1903+ / LV95;2692497.631;1192408.616;01.01.1950 00:00;492.31;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB026;CH1903+ / LV95;2691264.599;1191527.583;01.01.1950 00:00;453.21;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB027;CH1903+ / LV95;2691079.598;1191446.585;01.01.1950 00:00;450.22;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB028;CH1903+ / LV95;2691060.598;1191427.585;01.01.1950 00:00;449.14;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB029;CH1903+ / LV95;2691056.598;1191402.585;01.01.1950 00:00;449.09;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB030;CH1903+ / LV95;2690891.605;1192501.596;01.01.1950 00:00;446.93;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB031;CH1903+ / LV95;2690659.618;1194164.614;01.01.1950 00:00;435.7;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB032;CH1903+ / LV95;2691655.61;1192006.593;01.01.1950 00:00;465.92;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB033;CH1903+ / LV95;2690896.601;1192099.592;01.01.1950 00:00;448.16;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB034;CH1903+ / LV95;2690888.605;1192522.596;01.01.1950 00:00;446.84;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB035;CH1903+ / LV95;2690858.605;1192514.596;01.01.1950 00:00;446.37;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB036;CH1903+ / LV95;2690817.606;1192710.599;01.01.1950 00:00;443.7;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB037;CH1903+ / LV95;2690469.619;1194478.619;01.01.1950 00:00;435.14;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB038;CH1903+ / LV95;2690512.62;1194486.619;01.01.1950 00:00;435.16;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB039;CH1903+ / LV95;2690570.62;1194505.618;01.01.1950 00:00;435.28;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB040;CH1903+ / LV95;2690596.621;1194504.619;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB041;CH1903+ / LV95;2690583.62;1194476.618;01.01.1950 00:00;435.58;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB042;CH1903+ / LV95;2690526.619;1194458.618;01.01.1950 00:00;435.16;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB043;CH1903+ / LV95;2690481.619;1194446.619;01.01.1950 00:00;435.3;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB044;CH1903+ / LV95;2690564.619;1194381.617;01.01.1950 00:00;436.02;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB045;CH1903+ / LV95;2690589.618;1194285.616;01.01.1950 00:00;436.34;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB046;CH1903+ / LV95;2690473.618;1194345.618;01.01.1950 00:00;435.64;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB047;CH1903+ / LV95;2690584.62;1194494.618;01.01.1950 00:00;436.05;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB048;CH1903+ / LV95;2690631.612;1193488.608;01.01.1950 00:00;438.14;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB049;CH1903+ / LV95;2690595.612;1193512.609;01.01.1950 00:00;438.14;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB050;CH1903+ / LV95;2690582.611;1193450.608;01.01.1950 00:00;437.82;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB051;CH1903+ / LV95;2690544.611;1193469.609;01.01.1950 00:00;438.31;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB052;CH1903+ / LV95;2690555.61;1193411.608;01.01.1950 00:00;438.01;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB053;CH1903+ / LV95;2690543.6;1192216.598;01.01.1950 00:00;445.44;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1201-PB054;CH1903+ / LV95;2691131.614;1193142.604;01.01.1950 00:00;442.72;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB055;CH1903+ / LV95;2690669.611;1193444.607;01.01.1950 00:00;438.07;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB056;CH1903+ / LV95;2690725.618;1194057.613;01.01.1950 00:00;437.06;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB057;CH1903+ / LV95;2690711.619;1194185.615;01.01.1950 00:00;436.7;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB058;CH1903+ / LV95;2690678.617;1194107.613;01.01.1950 00:00;437.09;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB059;CH1903+ / LV95;2690706.618;1194120.614;01.01.1950 00:00;436.91;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB061;CH1903+ / LV95;2690626.618;1194214.615;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB062;CH1903+ / LV95;2690946.611;1193169.601;01.01.1950 00:00;440.16;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB063;CH1903+ / LV95;2690915.62;1193993.615;01.01.1950 00:00;437.48;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB064;CH1903+ / LV95;2690896.619;1193880.613;01.01.1950 00:00;436.46;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB065;CH1903+ / LV95;2690852.616;1193711.609;01.01.1950 00:00;437.08;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB066;CH1903+ / LV95;2690840.612;1193413.605;01.01.1950 00:00;438.03;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB067;CH1903+ / LV95;2690837.608;1192965.601;01.01.1950 00:00;441.07;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB068;CH1903+ / LV95;2691416.619;1193096.608;01.01.1950 00:00;449.04;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB069;CH1903+ / LV95;2691457.619;1193051.608;01.01.1950 00:00;450.2;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB070;CH1903+ / LV95;2690574.621;1194563.619;01.01.1950 00:00;435.56;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB071;CH1903+ / LV95;2690557.617;1194159.615;01.01.1950 00:00;436.16;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB072;CH1903+ / LV95;2690613.615;1193933.612;01.01.1950 00:00;436.63;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB073;CH1903+ / LV95;2690619.614;1193740.611;01.01.1950 00:00;437.43;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB074;CH1903+ / LV95;2691577.607;1191923.59;01.01.1950 00:00;463.19;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB075;CH1903+ / LV95;2691922.615;1191986.597;01.01.1950 00:00;473.2;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB076;CH1903+ / LV95;2690010.613;1194164.622;01.01.1950 00:00;436.09;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB077;CH1903+ / LV95;2689990.613;1194224.623;01.01.1950 00:00;435.831;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB078;CH1903+ / LV95;2689825.612;1194164.624;01.01.1950 00:00;437.06;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB079;CH1903+ / LV95;2690338.605;1192965.607;01.01.1950 00:00;439.99;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB080;CH1903+ / LV95;2691654.607;1191779.589;01.01.1950 00:00;464.49;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB081;CH1903+ / LV95;2691618.607;1191794.588;01.01.1950 00:00;463.47;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB082;CH1903+ / LV95;2691627.606;1191747.588;01.01.1950 00:00;463.28;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB083;CH1903+ / LV95;2690126.606;1193277.612;01.01.1950 00:00;442.7;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB084;CH1903+ / LV95;2690160.605;1193183.611;01.01.1950 00:00;443.15;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1201-PB085;CH1903+ / LV95;2691679.611;1192042.594;01.01.1950 00:00;466;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB086;CH1903+ / LV95;2690857.606;1192680.598;01.01.1950 00:00;446.59;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB087;CH1903+ / LV95;2690705.6;1192134.595;01.01.1950 00:00;445.3;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB088;CH1903+ / LV95;2691152.599;1191231.583;01.01.1950 00:00;450.13;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB089;CH1903+ / LV95;2690822.599;1191861.592;01.01.1950 00:00;444.72;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB090;CH1903+ / LV95;2690779.599;1191923.593;01.01.1950 00:00;446.23;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB091;CH1903+ / LV95;2690904.601;1192028.591;01.01.1950 00:00;448.98;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB093;CH1903+ / LV95;2690810.605;1192567.597;01.01.1950 00:00;445.154;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB094;CH1903+ / LV95;2690790.602;1192263.595;01.01.1950 00:00;444.8;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB095;CH1903+ / LV95;2691168.616;1193210.606;01.01.1950 00:00;443.1;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB096;CH1903+ / LV95;2691196.615;1193091.604;01.01.1950 00:00;445.3;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB097;CH1903+ / LV95;2691292.617;1193106.606;01.01.1950 00:00;446;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB098A;CH1903+ / LV95;2691355.617;1193071.607;01.01.1950 00:00;445.1;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB098B;CH1903+ / LV95;2691347.616;1193012.605;01.01.1950 00:00;447.87;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB098C;CH1903+ / LV95;2691377.617;1192991.606;01.01.1950 00:00;449.1;Landesnivellementnetz 1902;;104621;Axen
UR1201-PB099;CH1903+ / LV95;2691274.619;1193293.609;01.01.1950 00:00;444.1;Landesnivellementnetz 1902;;104621;Axen
UR1201-PQ801;CH1903+ / LV95;2690462.611;1193590.611;01.01.1950 00:00;437;Landesnivellementnetz 1902;;104621;Axen
UR1201-PQ802;CH1903+ / LV95;2691171.62;1193538.612;01.01.1950 00:00;439.88;Landesnivellementnetz 1902;;104621;Axen
UR1201-PQ803;CH1903+ / LV95;2692729.634;1192346.619;01.01.1950 00:00;504;Landesnivellementnetz 1902;;104621;Axen
UR1201-PQ804;CH1903+ / LV95;2691107.6;1191044.583;01.01.1950 00:00;450.59;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1201-PQ805;CH1903+ / LV95;2690466.611;1193595.611;01.01.1950 00:00;437;Landesnivellementnetz 1902;;104621;Axen
UR1201-PQ806;CH1903+ / LV95;2690464.611;1193591.611;01.01.1950 00:00;437;Landesnivellementnetz 1902;;104621;Axen
UR1201-PQ807;CH1903+ / LV95;2690459.611;1193589.611;01.01.1950 00:00;437;Landesnivellementnetz 1902;;104621;Axen
UR1201-PQ808;CH1903+ / LV95;2689755.611;1194109.625;01.01.1950 00:00;;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1201-Q1001;CH1903+ / LV95;2690915.626;1194429.623;01.01.1950 00:00;690;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1002;CH1903+ / LV95;2690879.626;1194528.624;01.01.1950 00:00;662;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1003;CH1903+ / LV95;2690879.627;1194553.625;01.01.1950 00:00;668;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1004;CH1903+ / LV95;2690881.627;1194599.626;01.01.1950 00:00;679;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1005;CH1903+ / LV95;2690872.627;1194636.626;01.01.1950 00:00;684;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1006;CH1903+ / LV95;2691895.617;1195984.664;01.01.1950 00:00;;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1007;CH1903+ / LV95;2691670.622;1195634.655;01.01.1950 00:00;1338;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1008;CH1903+ / LV95;2692140.617;1195984.668;01.01.1950 00:00;1315;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1009;CH1903+ / LV95;2692280.622;1195679.666;01.01.1950 00:00;1462;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1010;CH1903+ / LV95;2692425.623;1195609.667;01.01.1950 00:00;1500;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1011;CH1903+ / LV95;2692475.622;1195628.668;01.01.1950 00:00;1493;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1012;CH1903+ / LV95;2692605.626;1195374.666;01.01.1950 00:00;1612;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1013;CH1903+ / LV95;2692865.624;1195524.673;01.01.1950 00:00;1610;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1014;CH1903+ / LV95;2692890.625;1195479.673;01.01.1950 00:00;1620;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1015;CH1903+ / LV95;2692680.618;1195949.676;01.01.1950 00:00;1370;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1016;CH1903+ / LV95;2691100.63;1195064.637;01.01.1950 00:00;905;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1017;CH1903+ / LV95;2691125.63;1195059.638;01.01.1950 00:00;908;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1018;CH1903+ / LV95;2691145.63;1195049.638;01.01.1950 00:00;1015;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1019;CH1903+ / LV95;2692120.631;1195004.653;01.01.1950 00:00;1495;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1020;CH1903+ / LV95;2692470.629;1195182.661;01.01.1950 00:00;1602;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1021;CH1903+ / LV95;2692645.63;1195074.662;01.01.1950 00:00;1640;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1022;CH1903+ / LV95;2690830.625;1194529.623;01.01.1950 00:00;650;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1023;CH1903+ / LV95;2690875.626;1194504.624;01.01.1950 00:00;560;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1024;CH1903+ / LV95;2691775.631;1194984.647;01.01.1950 00:00;1328;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1025;CH1903+ / LV95;2692675.633;1194909.66;01.01.1950 00:00;1625;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1026;CH1903+ / LV95;2692920.632;1194984.666;01.01.1950 00:00;1680;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1027;CH1903+ / LV95;2693015.635;1194739.663;01.01.1950 00:00;1645;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1028;CH1903+ / LV95;2693294.359;1194920.955;01.01.1950 00:00;1708;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1029;CH1903+ / LV95;2693294.367;1194909.238;01.01.1950 00:00;1700;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1030;CH1903+ / LV95;2693267.543;1194827.299;01.01.1950 00:00;1670;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1031;CH1903+ / LV95;2693397.958;1194904.925;01.01.1950 00:00;1705;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1032;CH1903+ / LV95;2693251.543;1194821.299;01.01.1950 00:00;1670;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1033;CH1903+ / LV95;2692190.633;1193119.623;01.01.1950 00:00;585;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1034;CH1903+ / LV95;2692550.635;1192709.622;01.01.1950 00:00;535;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1035;CH1903+ / LV95;2691998.64;1193933.634;01.01.1950 00:00;920;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1036;CH1903+ / LV95;2691990.638;1193779.631;01.01.1950 00:00;825;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1037;CH1903+ / LV95;2692109.639;1193701.632;01.01.1950 00:00;810;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1038;CH1903+ / LV95;2692126.64;1193723.633;01.01.1950 00:00;835;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q1039;CH1903+ / LV95;2692159.641;1193761.634;01.01.1950 00:00;870;Landesnivellementnetz 1902;;104621;Axen
UR1201-Q5001;CH1903+ / LV95;2690805.625;1194514.623;01.01.1950 00:00;640;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB308;CH1903+ / LV95;2691065.61;1192901.598;01.01.1950 00:00;445.4;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB309;CH1903+ / LV95;2691128.611;1192863.599;01.01.1950 00:00;445.66;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB310;CH1903+ / LV95;2691961.628;1193054.617;01.01.1950 00:00;459.94;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB311;CH1903+ / LV95;2691476.618;1192923.606;01.01.1950 00:00;452.74;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB317;CH1903+ / LV95;2691230.603;1192010.587;01.01.1950 00:00;456.26;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB318;CH1903+ / LV95;2691027.608;1192754.596;01.01.1950 00:00;446.18;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB319;CH1903+ / LV95;2691164.605;1192345.591;01.01.1950 00:00;453.5;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB321;CH1903+ / LV95;2691027.61;1192930.598;01.01.1950 00:00;443.93;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB323;CH1903+ / LV95;2690995.614;1193351.605;01.01.1950 00:00;440;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB326;CH1903+ / LV95;2691642.623;1193068.612;01.01.1950 00:00;453;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB334;CH1903+ / LV95;2691110.599;1191304.584;01.01.1950 00:00;449.6;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB335;CH1903+ / LV95;2691435.605;1191939.588;01.01.1950 00:00;460;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB343;CH1903+ / LV95;2691700.623;1193004.612;01.01.1950 00:00;456.3;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB344;CH1903+ / LV95;2691180.604;1192194.589;01.01.1950 00:00;454.4;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB345;CH1903+ / LV95;2690970.605;1192469.595;01.01.1950 00:00;448;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB346;CH1903+ / LV95;2691860.624;1192858.612;01.01.1950 00:00;460;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB347;CH1903+ / LV95;2691328.611;1192577.597;01.01.1950 00:00;4450;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB349;CH1903+ / LV95;2690620.609;1193197.606;01.01.1950 00:00;439;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB350;CH1903+ / LV95;2691251.601;1191842.585;01.01.1950 00:00;455;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB351;CH1903+ / LV95;2691669.62;1192798.607;01.01.1950 00:00;458.3;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB353;CH1903+ / LV95;2691585.622;1193141.612;01.01.1950 00:00;451.3;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB357;CH1903+ / LV95;2691262.61;1192635.597;01.01.1950 00:00;451.4;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB360;CH1903+ / LV95;2691073.607;1192570.594;01.01.1950 00:00;449.5;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB363;CH1903+ / LV95;2691796.625;1192995.613;01.01.1950 00:00;457;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB364;CH1903+ / LV95;2691110.6;1191849.587;01.01.1950 00:00;453;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB366;CH1903+ / LV95;2691435.61;1192383.596;01.01.1950 00:00;458.5;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB367;CH1903+ / LV95;2691552.616;1192648.603;01.01.1950 00:00;458.2;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB368;CH1903+ / LV95;2691360.612;1192649.599;01.01.1950 00:00;453.6;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB372;CH1903+ / LV95;2691255.619;1193369.61;01.01.1950 00:00;443.1;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB373A;CH1903+ / LV95;2690577.62;1194491.618;01.01.1950 00:00;435.9;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB373B;CH1903+ / LV95;2690561.62;1194483.618;01.01.1950 00:00;435.9;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB374;CH1903+ / LV95;2692070.624;1192540.61;01.01.1950 00:00;470;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB376;CH1903+ / LV95;2691408.612;1192546.598;01.01.1950 00:00;455;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB382;CH1903+ / LV95;2691122.614;1193193.604;01.01.1950 00:00;442.6;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB383;CH1903+ / LV95;2691657.62;1192847.608;01.01.1950 00:00;457;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB384;CH1903+ / LV95;2690794.604;1192482.597;01.01.1950 00:00;445.1;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB385;CH1903+ / LV95;2691272.618;1193295.609;01.01.1950 00:00;444;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB386;CH1903+ / LV95;2690879.598;1191611.589;01.01.1950 00:00;451;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB390;CH1903+ / LV95;2691799.615;1192221.599;01.01.1950 00:00;469.5;Landesnivellementnetz 1902;;104621;Axen
UR1201-RB393;CH1903+ / LV95;2691624.622;1193044.611;01.01.1950 00:00;453.9;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB401;CH1903+ / LV95;2690144.606;1193299.612;01.01.1950 00:00;439.72;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB402;CH1903+ / LV95;2690188.607;1193400.613;01.01.1950 00:00;438.56;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB403;CH1903+ / LV95;2691098.6;1191039.583;01.01.1950 00:00;451.1;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1201-SB404;CH1903+ / LV95;2689785.611;1194124.624;01.01.1950 00:00;434.95;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1201-SB405;CH1903+ / LV95;2689872.61;1193904.621;01.01.1950 00:00;436.65;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1201-SB406;CH1903+ / LV95;2690045.609;1193674.617;01.01.1950 00:00;437.9;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1201-SB407;CH1903+ / LV95;2690600.611;1193474.608;01.01.1950 00:00;439;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB408;CH1903+ / LV95;2690615.611;1193429.608;01.01.1950 00:00;438;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB409;CH1903+ / LV95;2690650.611;1193434.607;01.01.1950 00:00;438;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB410;CH1903+ / LV95;2690630.612;1193509.608;01.01.1950 00:00;438;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB411;CH1903+ / LV95;2690625.611;1193389.607;01.01.1950 00:00;440.29;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB412;CH1903+ / LV95;2690615.611;1193389.607;01.01.1950 00:00;440.52;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB413;CH1903+ / LV95;2690620.611;1193399.607;01.01.1950 00:00;438.23;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB414;CH1903+ / LV95;2690911.617;1193756.611;01.01.1950 00:00;437.05;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB415;CH1903+ / LV95;2691515.622;1193209.612;01.01.1950 00:00;449.97;Landesnivellementnetz 1902;;104621;Axen
UR1201-SB416;CH1903+ / LV95;2692035.628;1192919.616;01.01.1950 00:00;463.43;Landesnivellementnetz 1902;;104621;Axen
