Stationsname;Stationsnummer;Messortname;Name der Zeitzone;Langname;Name Verwaltungseinheit;Vorgänger;Nachfolger;Stationsausprägung
Obere Cholrüti;UR1204-Q1001;Bauen;W. Europe Standard Time;Obere Cholrüti;Uri;;;GW_STATION_HAND|GW_STATION
Untere Cholrüti;UR1204-Q1002;Bauen;W. Europe Standard Time;Untere Cholrüti;Uri;;;GW_STATION_HAND|GW_STATION
Feldmoos/Choltal;UR1204-Q1003;Bauen;W. Europe Standard Time;Feldmoos/Choltal;Uri;;;GW_STATION_HAND|GW_STATION
Feldmoos-Rüti;UR1204-Q1004;Bauen;W. Europe Standard Time;Feldmoos-Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Stöckli;UR1204-Q1005;Bauen;W. Europe Standard Time;Stöckli;Uri;;;GW_STATION_HAND|GW_STATION
Untere Cholrüti;UR1204-Q1006;Bauen;W. Europe Standard Time;Untere Cholrüti;Uri;;;GW_STATION_HAND|GW_STATION
Untere Cholrüti;UR1204-Q1007;Bauen;W. Europe Standard Time;Untere Cholrüti;Uri;;;GW_STATION_HAND|GW_STATION
Abluftschacht Huttegg Seelisbergtunnel;UR1204-Q1008;Bauen;W. Europe Standard Time;Abluftschacht Huttegg Seelisbergtunnel;Uri;;;GW_STATION_HAND|GW_STATION
Tablet;UR1204-Q1009;Bauen;W. Europe Standard Time;Tablet;Uri;;;GW_STATION_HAND|GW_STATION
Tablet;UR1204-Q1010;Bauen;W. Europe Standard Time;Tablet;Uri;;;GW_STATION_HAND|GW_STATION
West-Gartli;UR1204-Q1011;Bauen;W. Europe Standard Time;West-Gartli;Uri;;;GW_STATION_HAND|GW_STATION
Wichel;UR1204-Q1012;Bauen;W. Europe Standard Time;Wichel;Uri;;;GW_STATION_HAND|GW_STATION
Spicherstett;UR1204-Q1013;Bauen;W. Europe Standard Time;Spicherstett;Uri;;;GW_STATION_HAND|GW_STATION
Rütli;UR1204-Q1014;Bauen;W. Europe Standard Time;Rütli;Uri;;;GW_STATION_HAND|GW_STATION
Walchtrig;UR1204-Q1015;Bauen;W. Europe Standard Time;Walchtrig;Uri;;;GW_STATION_HAND|GW_STATION
Biel;UR1204-Q1016;Bauen;W. Europe Standard Time;Biel;Uri;;;GW_STATION_HAND|GW_STATION
Biel;UR1204-Q1017;Bauen;W. Europe Standard Time;Biel;Uri;;;GW_STATION_HAND|GW_STATION
Unterhalb Secki;UR1204-Q1018;Bauen;W. Europe Standard Time;Unterhalb Secki;Uri;;;GW_STATION_HAND|GW_STATION
Rütli;UR1204-Q1019;Bauen;W. Europe Standard Time;Rütli;Uri;;;GW_STATION_HAND|GW_STATION
Grit;UR1204-Q1020;Bauen;W. Europe Standard Time;Grit;Uri;;;GW_STATION_HAND|GW_STATION
Schwäntlen;UR1204-Q1021;Bauen;W. Europe Standard Time;Schwäntlen;Uri;;;GW_STATION_HAND|GW_STATION
Hinter-Waldegg;UR1204-Q1022;Bauen;W. Europe Standard Time;Hinter-Waldegg;Uri;;;GW_STATION_HAND|GW_STATION
Resti;UR1204-Q1024;Bauen;W. Europe Standard Time;Resti;Uri;;;GW_STATION_HAND|GW_STATION
Hutz, Bycherstettli;UR1204-Q1025;Bauen;W. Europe Standard Time;Hutz, Bycherstettli;Uri;;;GW_STATION_HAND|GW_STATION
Hutz, Bycherstettli;UR1204-Q1026;Bauen;W. Europe Standard Time;Hutz, Bycherstettli;Uri;;;GW_STATION_HAND|GW_STATION
Hutz, Bycherstettli;UR1204-Q1027;Bauen;W. Europe Standard Time;Hutz, Bycherstettli;Uri;;;GW_STATION_HAND|GW_STATION
Waseneggli;UR1204-Q1028;Bauen;W. Europe Standard Time;Waseneggli;Uri;;;GW_STATION_HAND|GW_STATION
Tablet;UR1204-Q1029;Bauen;W. Europe Standard Time;Tablet;Uri;;;GW_STATION_HAND|GW_STATION
Rütli;UR1204-Q1030;Bauen;W. Europe Standard Time;Rütli;Uri;;;GW_STATION_HAND|GW_STATION
Rütli;UR1204-Q1031;Bauen;W. Europe Standard Time;Rütli;Uri;;;GW_STATION_HAND|GW_STATION
Stückli;UR1204-Q1032;Bauen;W. Europe Standard Time;Stückli;Uri;;;GW_STATION_HAND|GW_STATION
Abluftschacht Huttegg;UR1204-Q1033;Bauen;W. Europe Standard Time;Abluftschacht Huttegg;Uri;;;GW_STATION_HAND|GW_STATION
Feldmoos/Choltal;UR1204-Q5001;Bauen;W. Europe Standard Time;Feldmoos/Choltal;Uri;;;GW_STATION_HAND
Feldmoos-Rüti;UR1204-Q5002;Bauen;W. Europe Standard Time;Feldmoos-Rüti;Uri;;;GW_STATION_HAND
Tabletwald;UR1204-Q5003;Bauen;W. Europe Standard Time;Tabletwald;Uri;;;GW_STATION_HAND
Gurgeli;UR1204-Q5004;Bauen;W. Europe Standard Time;Gurgeli;Uri;;;GW_STATION_HAND
Untere Cholrüti;UR1204-Q5005;Bauen;W. Europe Standard Time;Untere Cholrüti;Uri;;;GW_STATION_HAND
Biel;UR1204-Q5006;Bauen;W. Europe Standard Time;Biel;Uri;;;GW_STATION_HAND
Obere Cholrüti;UR1204-Q5007;Bauen;W. Europe Standard Time;Obere Cholrüti;Uri;;;GW_STATION_HAND
Dräierwald;UR1204-Q5008;Bauen;W. Europe Standard Time;Dräierwald;Uri;;;GW_STATION_HAND
Dräierwald;UR1204-Q5009;Bauen;W. Europe Standard Time;Dräierwald;Uri;;;GW_STATION_HAND
Dräierwald;UR1204-Q5010;Bauen;W. Europe Standard Time;Dräierwald;Uri;;;GW_STATION_HAND
Rüti;UR1204-Q5011;Bauen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND
Rüti;UR1204-Q5012;Bauen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND
Untere Cholrüti/Dräierwald;UR1204-Q5013;Bauen;W. Europe Standard Time;Untere Cholrüti/Dräierwald;Uri;;;GW_STATION_HAND
Untere Cholrüti/Dräierwald;UR1204-Q5014;Bauen;W. Europe Standard Time;Untere Cholrüti/Dräierwald;Uri;;;GW_STATION_HAND
Untere Cholrüti;UR1204-Q5015;Bauen;W. Europe Standard Time;Untere Cholrüti;Uri;;;GW_STATION_HAND
Untere Cholrüti;UR1204-Q5016;Bauen;W. Europe Standard Time;Untere Cholrüti;Uri;;;GW_STATION_HAND
Untere Cholrüti;UR1204-Q5017;Bauen;W. Europe Standard Time;Untere Cholrüti;Uri;;;GW_STATION_HAND
Tabletwald;UR1204-Q5018;Bauen;W. Europe Standard Time;Tabletwald;Uri;;;GW_STATION_HAND
Huttegg;UR1204-Q5019;Bauen;W. Europe Standard Time;Huttegg;Uri;;;GW_STATION_HAND
Huttegg N;UR1204-Q5020;Bauen;W. Europe Standard Time;Huttegg N;Uri;;;GW_STATION_HAND
Huttegg N;UR1204-Q5021;Bauen;W. Europe Standard Time;Huttegg N;Uri;;;GW_STATION_HAND
Tablet;UR1204-Q5022;Bauen;W. Europe Standard Time;Tablet;Uri;;;GW_STATION_HAND
Schattig Band;UR1204-Q5023;Bauen;W. Europe Standard Time;Schattig Band;Uri;;;GW_STATION_HAND
Schattig Band;UR1204-Q5024;Bauen;W. Europe Standard Time;Schattig Band;Uri;;;GW_STATION_HAND
Unterhalb Secki;UR1204-Q5025;Bauen;W. Europe Standard Time;Unterhalb Secki;Uri;;;GW_STATION_HAND
Spicherstett;UR1204-Q5026;Bauen;W. Europe Standard Time;Spicherstett;Uri;;;GW_STATION_HAND
Spicherstett;UR1204-Q5027;Bauen;W. Europe Standard Time;Spicherstett;Uri;;;GW_STATION_HAND
Spicherstett;UR1204-Q5028;Bauen;W. Europe Standard Time;Spicherstett;Uri;;;GW_STATION_HAND
Walchtrig;UR1204-Q5029;Bauen;W. Europe Standard Time;Walchtrig;Uri;;;GW_STATION_HAND
Walchtrig;UR1204-Q5030;Bauen;W. Europe Standard Time;Walchtrig;Uri;;;GW_STATION_HAND
Biel;UR1204-Q5031;Bauen;W. Europe Standard Time;Biel;Uri;;;GW_STATION_HAND
Rütli;UR1204-Q5032;Bauen;W. Europe Standard Time;Rütli;Uri;;;GW_STATION_HAND
Schwäntlen;UR1204-Q5033;Bauen;W. Europe Standard Time;Schwäntlen;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5034;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5035;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5036;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5037;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5038;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5039;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5040;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5041;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5042;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5043;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5044;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5045;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5046;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5047;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5048;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5049;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Leiterenwald;UR1204-Q5050;Bauen;W. Europe Standard Time;Leiterenwald;Uri;;;GW_STATION_HAND
Neuer Cholrütitunnel;UR1204-Q5051;Bauen;W. Europe Standard Time;Neuer Cholrütitunnel;Uri;;;GW_STATION_HAND
Neuer Cholrütitunnel;UR1204-Q5052;Bauen;W. Europe Standard Time;Neuer Cholrütitunnel;Uri;;;GW_STATION_HAND
Ehem. Förderbandstollen des Bauloses Hutteg;UR1204-Q5053;Bauen;W. Europe Standard Time;Ehem. Förderbandstollen des Bauloses Hutteg;Uri;;;GW_STATION_HAND
Ehem. Förderbandstollen des Bauloses Hutteg;UR1204-Q5054;Bauen;W. Europe Standard Time;Ehem. Förderbandstollen des Bauloses Hutteg;Uri;;;GW_STATION_HAND
Dräierwald;UR1204-Q5055;Bauen;W. Europe Standard Time;Dräierwald;Uri;;;GW_STATION_HAND
Dräierwald;UR1204-Q5056;Bauen;W. Europe Standard Time;Dräierwald;Uri;;;GW_STATION_HAND
Wichel;UR1204-Q5057;Bauen;W. Europe Standard Time;Wichel;Uri;;;GW_STATION_HAND
Seelisbergtunnel Los Huttegg;UR1204-Q5058;Bauen;W. Europe Standard Time;Seelisbergtunnel Los Huttegg;Uri;;;GW_STATION_HAND
Seelisbergtunnel Los Huttegg;UR1204-Q5059;Bauen;W. Europe Standard Time;Seelisbergtunnel Los Huttegg;Uri;;;GW_STATION_HAND
Seelisbergtunnel Los Huttegg;UR1204-Q5060;Bauen;W. Europe Standard Time;Seelisbergtunnel Los Huttegg;Uri;;;GW_STATION_HAND
Resti;UR1204-Q5061;Bauen;W. Europe Standard Time;Resti;Uri;;;GW_STATION_HAND
Obere Ey, Riedertal;UR1205-Q1001;Bürglen (UR);W. Europe Standard Time;Obere Ey, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Milchkeller, Riedertal;UR1205-Q1002;Bürglen (UR);W. Europe Standard Time;Milchkeller, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Milchkeller, Riedertal;UR1205-Q1003;Bürglen (UR);W. Europe Standard Time;Milchkeller, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Milchkeller, Riedertal;UR1205-Q1004;Bürglen (UR);W. Europe Standard Time;Milchkeller, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Milchkeller, Riedertal;UR1205-Q1005;Bürglen (UR);W. Europe Standard Time;Milchkeller, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Mittler Egg, Riedertal;UR1205-Q1006;Bürglen (UR);W. Europe Standard Time;Mittler Egg, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Untere Ey, Riedertal;UR1205-Q1007;Bürglen (UR);W. Europe Standard Time;Untere Ey, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Untere Ey, Riedertal;UR1205-Q1008;Bürglen (UR);W. Europe Standard Time;Untere Ey, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Schrannen, Riedertal;UR1205-Q1009;Bürglen (UR);W. Europe Standard Time;Schrannen, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Schrannen, Riedertal;UR1205-Q1010;Bürglen (UR);W. Europe Standard Time;Schrannen, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Obere St. Peter, Riedertal;UR1205-Q1011;Bürglen (UR);W. Europe Standard Time;Obere St. Peter, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Untere St. Peter, Riedertal;UR1205-Q1012;Bürglen (UR);W. Europe Standard Time;Untere St. Peter, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Untere St. Peter, Riedertal;UR1205-Q1013;Bürglen (UR);W. Europe Standard Time;Untere St. Peter, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Untere St. Peter, Riedertal;UR1205-Q1014;Bürglen (UR);W. Europe Standard Time;Untere St. Peter, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Plätzli, Riedertal;UR1205-Q1015;Bürglen (UR);W. Europe Standard Time;Plätzli, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Plätzli, Riedertal;UR1205-Q1016;Bürglen (UR);W. Europe Standard Time;Plätzli, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Plätzli, Riedertal;UR1205-Q1017;Bürglen (UR);W. Europe Standard Time;Plätzli, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Plätzli, Riedertal;UR1205-Q1018;Bürglen (UR);W. Europe Standard Time;Plätzli, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Spisswald, Bittleten;UR1205-Q1019;Bürglen (UR);W. Europe Standard Time;Spisswald, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Gammerschwand, Riedertal;UR1205-Q1020;Bürglen (UR);W. Europe Standard Time;Gammerschwand, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Riedli, Riedertal;UR1205-Q1021;Bürglen (UR);W. Europe Standard Time;Riedli, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Ey, Riedertal;UR1205-Q1022;Bürglen (UR);W. Europe Standard Time;Ey, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Eyweid, Riedertal;UR1205-Q1023;Bürglen (UR);W. Europe Standard Time;Eyweid, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Schattigäbach, Riedertal;UR1205-Q1024;Bürglen (UR);W. Europe Standard Time;Schattigäbach, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Schattigä, Riedertal;UR1205-Q1025;Bürglen (UR);W. Europe Standard Time;Schattigä, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Hinterster Talberg, Riedertal;UR1205-Q1026;Bürglen (UR);W. Europe Standard Time;Hinterster Talberg, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Hinterster Talberg, Riedertal;UR1205-Q1027;Bürglen (UR);W. Europe Standard Time;Hinterster Talberg, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Schattigäwald, Riedertal;UR1205-Q1028;Bürglen (UR);W. Europe Standard Time;Schattigäwald, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Schattigäwald, Riedertal;UR1205-Q1029;Bürglen (UR);W. Europe Standard Time;Schattigäwald, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Talberg, Riedertal;UR1205-Q1030;Bürglen (UR);W. Europe Standard Time;Oberer Talberg, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Talberg, Riedertal;UR1205-Q1031;Bürglen (UR);W. Europe Standard Time;Talberg, Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Oberes Riedertal;UR1205-Q1032;Bürglen (UR);W. Europe Standard Time;Oberes Riedertal;Uri;;;GW_STATION_HAND|GW_STATION
Waldi, Bittleten;UR1205-Q1033;Bürglen (UR);W. Europe Standard Time;Waldi, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Ob Waldi, Bittleten;UR1205-Q1034;Bürglen (UR);W. Europe Standard Time;Ob Waldi, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Waldi, Bittleten;UR1205-Q1035;Bürglen (UR);W. Europe Standard Time;Waldi, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Billen, Bittleten;UR1205-Q1036;Bürglen (UR);W. Europe Standard Time;Billen, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Billen, Bittleten;UR1205-Q1037;Bürglen (UR);W. Europe Standard Time;Billen, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Billen, Bittleten;UR1205-Q1038;Bürglen (UR);W. Europe Standard Time;Billen, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Billen, Bittleten;UR1205-Q1039;Bürglen (UR);W. Europe Standard Time;Billen, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Billen, Bittleten;UR1205-Q1040;Bürglen (UR);W. Europe Standard Time;Billen, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Billen, Bittleten;UR1205-Q1041;Bürglen (UR);W. Europe Standard Time;Billen, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Färchwald, Bittleten;UR1205-Q1042;Bürglen (UR);W. Europe Standard Time;Färchwald, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Unter Billen, Bittleten;UR1205-Q1043;Bürglen (UR);W. Europe Standard Time;Unter Billen, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1044;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1045;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1046;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Färchwald, Bittleten;UR1205-Q1047;Bürglen (UR);W. Europe Standard Time;Färchwald, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Färchwald, Bittleten;UR1205-Q1048;Bürglen (UR);W. Europe Standard Time;Färchwald, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1049;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Hagnibach, Schächental;UR1205-Q1050;Bürglen (UR);W. Europe Standard Time;Hagnibach, Schächental;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1051;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Rossi, Bittleten;UR1205-Q1052;Bürglen (UR);W. Europe Standard Time;Rossi, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten, Pt. 836 m;UR1205-Q1053;Bürglen (UR);W. Europe Standard Time;Bittleten, Pt. 836 m;Uri;;;GW_STATION_HAND|GW_STATION
Spiss, Bittleten;UR1205-Q1054;Bürglen (UR);W. Europe Standard Time;Spiss, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Ob Hagni, Bittleten;UR1205-Q1055;Bürglen (UR);W. Europe Standard Time;Ob Hagni, Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1056;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1057;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1058;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1059;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Bittleten;UR1205-Q1060;Bürglen (UR);W. Europe Standard Time;Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Tunnel Bittleten;UR1205-Q1061;Bürglen (UR);W. Europe Standard Time;Tunnel Bittleten;Uri;;;GW_STATION_HAND|GW_STATION
Schipfi;UR1205-Q1062;Bürglen (UR);W. Europe Standard Time;Schipfi;Uri;;;GW_STATION_HAND|GW_STATION
Schipfital;UR1205-Q1063;Bürglen (UR);W. Europe Standard Time;Schipfital;Uri;;;GW_STATION_HAND|GW_STATION
Schipfital;UR1205-Q1064;Bürglen (UR);W. Europe Standard Time;Schipfital;Uri;;;GW_STATION_HAND|GW_STATION
Unteres Butzli;UR1205-Q1065;Bürglen (UR);W. Europe Standard Time;Unteres Butzli;Uri;;;GW_STATION_HAND|GW_STATION
Färchen;UR1205-Q1066;Bürglen (UR);W. Europe Standard Time;Färchen;Uri;;;GW_STATION_HAND|GW_STATION
Doppelstall;UR1205-Q1067;Bürglen (UR);W. Europe Standard Time;Doppelstall;Uri;;;GW_STATION_HAND|GW_STATION
Eienschwand;UR1205-Q1068;Bürglen (UR);W. Europe Standard Time;Eienschwand;Uri;;;GW_STATION_HAND|GW_STATION
Brunni;UR1205-Q1069;Bürglen (UR);W. Europe Standard Time;Brunni;Uri;;;GW_STATION_HAND|GW_STATION
Mühlegg;UR1205-Q1070;Bürglen (UR);W. Europe Standard Time;Mühlegg;Uri;;;GW_STATION_HAND|GW_STATION
Mühlegg;UR1205-Q1071;Bürglen (UR);W. Europe Standard Time;Mühlegg;Uri;;;GW_STATION_HAND|GW_STATION
Mühlegg;UR1205-Q1072;Bürglen (UR);W. Europe Standard Time;Mühlegg;Uri;;;GW_STATION_HAND|GW_STATION
Wylerli;UR1205-Q1073;Bürglen (UR);W. Europe Standard Time;Wylerli;Uri;;;GW_STATION_HAND|GW_STATION
Riedli;UR1205-Q1074;Bürglen (UR);W. Europe Standard Time;Riedli;Uri;;;GW_STATION_HAND|GW_STATION
Wald;UR1205-Q1075;Bürglen (UR);W. Europe Standard Time;Wald;Uri;;;GW_STATION_HAND|GW_STATION
Halten;UR1205-Q1076;Bürglen (UR);W. Europe Standard Time;Halten;Uri;;;GW_STATION_HAND|GW_STATION
Färchbach;UR1205-Q1077;Bürglen (UR);W. Europe Standard Time;Färchbach;Uri;;;GW_STATION_HAND|GW_STATION
Färchbach;UR1205-Q1078;Bürglen (UR);W. Europe Standard Time;Färchbach;Uri;;;GW_STATION_HAND|GW_STATION
Halten-Gaden;UR1205-Q1079;Bürglen (UR);W. Europe Standard Time;Halten-Gaden;Uri;;;GW_STATION_HAND|GW_STATION
Ännermatt;UR1205-Q1080;Bürglen (UR);W. Europe Standard Time;Ännermatt;Uri;;;GW_STATION_HAND|GW_STATION
Beigen;UR1205-Q1081;Bürglen (UR);W. Europe Standard Time;Beigen;Uri;;;GW_STATION_HAND|GW_STATION
Beigen;UR1205-Q1082;Bürglen (UR);W. Europe Standard Time;Beigen;Uri;;;GW_STATION_HAND|GW_STATION
Holderwald;UR1205-Q1083;Bürglen (UR);W. Europe Standard Time;Holderwald;Uri;;;GW_STATION_HAND|GW_STATION
Holderwald;UR1205-Q1084;Bürglen (UR);W. Europe Standard Time;Holderwald;Uri;;;GW_STATION_HAND|GW_STATION
Brügg;UR1205-Q1085;Bürglen (UR);W. Europe Standard Time;Brügg;Uri;;;GW_STATION_HAND|GW_STATION
Beigen-Gaden;UR1205-Q1086;Bürglen (UR);W. Europe Standard Time;Beigen-Gaden;Uri;;;GW_STATION_HAND|GW_STATION
Riedgaden;UR1205-Q1087;Bürglen (UR);W. Europe Standard Time;Riedgaden;Uri;;;GW_STATION_HAND|GW_STATION
Graggi, Unterer Gaden;UR1205-Q1088;Bürglen (UR);W. Europe Standard Time;Graggi, Unterer Gaden;Uri;;;GW_STATION_HAND|GW_STATION
Graggi;UR1205-Q1089;Bürglen (UR);W. Europe Standard Time;Graggi;Uri;;;GW_STATION_HAND|GW_STATION
Graggi;UR1205-Q1090;Bürglen (UR);W. Europe Standard Time;Graggi;Uri;;;GW_STATION_HAND|GW_STATION
